user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
what LLaMA3.2-1B score for DyPRAG-Combine vs Standard RAG in avg?,"['<1-hop>\n\nDynamic Parametric Retrieval Augmented Generation for Test-time Knowledge Enhancement\nAppendix B Experiment Setup\nB.1 Implementation Details\nImplementation of RAGTruth Experiment.\n\nBase LLM, 1 = Method. Base LLM, 2 = 2WQA. Base LLM, 3 = HQA. Base LLM, 4 = Avg. Base LLM, 1 = Method. Base LLM, 2 = Total. Base LLM, 3 = Total. Base LLM, 4 = Avg. LLaMA3.2-1B, 1 = Standard RAG. LLaMA3.2-1B, 2 = 23.12. LLaMA3.2-1B, 3 = 27.14. LLaMA3.2-1B, 4 = 25.13. LLaMA3.2-1B, 1 = DRAGIN. LLaMA3.2-1B, 2 = 21.73. LLaMA3.2-1B, 3 = 12.50. LLaMA3.2-1B, 4 = 17.12. LLaMA3.2-1B, 1 = FLARE. LLaMA3.2-1B, 2 = 21.55. LLaMA3.2-1B, 3 = 19.38. LLaMA3.2-1B, 4 = 20.47. LLaMA3.2-1B, 1 = DyPRAG (ours). LLaMA3.2-1B, 2 = 25.31. LLaMA3.2-1B, 3 = 19.97. LLaMA3.2-1B, 4 = 22.64. LLaMA3.2-1B, 1 = DyPRAG-Combine (ours). LLaMA3.2-1B, 2 = 29.18. LLaMA3.2-1B, 3 = 26.58. LLaMA3.2-1B, 4 = 27.88. Qwen2.5-1.5B, 1 = Standard RAG. Qwen2.5-1.5B, 2 = 24.31. Qwen2.5-1.5B, 3 = 20.73. Qwen2.5-1.5B, 4 = 22.52. Qwen2.5-1.5B, 1 = DRAGIN. Qwen2.5-1.5B, 2 = 25.01. Qwen2.5-1.5B, 3 = 8.51. Qwen2.5-1.5B, 4 = 16.76. Qwen2.5-1.5B, 1 = FLARE. Qwen2.5-1.5B, 2 = 21.56. Qwen2.5-1.5B, 3 = 7.97. Qwen2.5-1.5B, 4 = 14.77. Qwen2.5-1.5B, 1 = DyPRAG (ours). Qwen2.5-1.5B, 2 = 26.46. Qwen2.5-1.5B, 3 = 19.67. Qwen2.5-1.5B,']","For the LLaMA3.2-1B model, the average score for DyPRAG-Combine (ours) is 27.88, while the average score for Standard RAG is 25.13.",,,,multi_hop_specific_query_synthesizer
"What are the F1 and EM scores for LLaMA-3.1-8B-Instruct using ProbeRAG on FaithEval, and how do these compare to the CANOE baseline?","['<1-hop>\n\nBeyond Black-Box Interventions: Latent Probing for Faithful Retrieval-Augmented Generation\n4 Experiment\n4.2 Main Results\nAs shown in Table\n[2](#S4.T2)\n, ProbeRAG consistently achieves SOTA performance across all datasets and models. On FaithEval and ConFiQA (MC, MR, QA), ProbeRAG demonstrates strong generalization ability to both factual and logical conflicts, while on SQuAD, it further shows ProbeRAG improvements in traditional settings. Moreover, the consistent gains under different models highlight the robustness and generalizability of ProbeRAG.\nSpecifically, for model LLaMA-3.1-8B-Instruct, ProbeRAG achieves an F1 score of 74.4% and an EM score of 64.4% on FaithEval, outperforming the strongest baseline CANOE (71.6% F1 / 56.3% EM) by approximately +3% F1 and +8% EM. On ConFiQA sub-tasks, ProbeRAG improves over existing methods by 3%-10% across MC, MR, and QA, further confirming its robustness in handling conflict scenarios. Similarly, for Qwen3-8B, ProbeRAG attains 74.9% F1 and 61.6% EM on FaithEval, yielding substantial gains compared with prior methods, and reaches 90.7% F1 and 89.7% EM on the MC task. On Mistral-7B-v0.3, ProbeRAG achieves 74.9% F1 / 62.9% EM on FaithEval and great improvements across ConFiQA and SQuAD, surpassing the best training-based baselines by a clear margin. The consistent improvements across multiple datasets, conflict types, and backbone models underscore the effectiveness, robustness, and general applicability of ProbeRAG.']","For the LLaMA-3.1-8B-Instruct model, ProbeRAG achieves an F1 score of 74.4% and an EM score of 64.4% on FaithEval. This outperforms the strongest baseline, CANOE, which had an F1 score of 71.6% and an EM score of 56.3%, representing an improvement of approximately +3% F1 and +8% EM.",,,,multi_hop_specific_query_synthesizer
What community detecshun algorythms are mentioned by Jin et al. in the context of the GraphRAG workflow's partitionng process?,"['<1-hop>\n\nFrom Local to Global: A GraphRAG Approach to Query-Focused Summarization\n3 Methods\n3.1 GraphRAG Workflow\n3.1.4 Knowledge Graph → \\rightarrow Graph Communities\nGiven the graph index created in the previous step, a variety of community detection algorithms may be used to partition the graph into communities of strongly connected nodes (e.g., see the surveys by\n[Fortunato, 2010](#bib.bib17)\nand\n[Jin et al., 2021](#bib.bib22)\n). In our pipeline, we use Leiden community detection (\n[Traag et al., 2019](#bib.bib62)\n) in a hierarchical manner, recursively detecting sub-communities within each detected community until reaching leaf communities that can no longer be partitioned.\nEach level of this hierarchy provides a community partition that covers the nodes of the graph in a mutually exclusive, collectively exhaustive way, enabling divide-and-conquer global summarization. An illustration of such hierarchical partitioning on an example dataset can be found in\n[Appendix B](#A2)\n.']","In the GraphRAG workflow, the process of partitioning the graph into communities of strongly connected nodes can utilize a variety of community detection algorithms, as discussed in surveys by Jin et al. (2021) and Fortunato (2010).",,,,multi_hop_specific_query_synthesizer
"In the GRACE-RAG architechture, how does the performence of the Mistral 24B modle compare to the Gemini 2.5 Flash baseline, and what does this suggest about the sensitivity to parameter magnitude in entity-dense instutitional settings?","['<1-hop>\n\nGRACE-RAG: Governed Retrieval Architecture for Canonical Evidence Synthesis, Enabling Lightweight Deployment in Closed-Domain Institutional Settings\n5 Evaluation\n5.5 Interaction Effect\nCross-architecture comparison reveals a compression of performance gaps across model capacities. Notably, the GRACE-RAG architecture operating with Mistral 24B (overall score 8.39) approaches the baseline performance of Gemini 2.5 Flash (8.40). In structurally governed metrics such as depth and completeness, the proposed mid-scale configuration matches or exceeds larger baseline models.\nThis interaction effect indicates that disciplined retrieval design reduces sensitivity to parameter magnitude in entity-dense institutional settings. Fig.\n[5](#S6.F5)\nillustrates the compression of performance gaps across model sizes under the two retrieval architectures.']","Within the GRACE-RAG architecture, Mistral 24B achieved an overall score of 8.39, which approaches the baseline performance of Gemini 2.5 Flash, which scored 8.40. Furthermore, in structurally governed metrics like completeness and depth, this mid-scale configuration matches or exceeds larger baseline models. This interaction effect indicates that a disciplined retrieval design reduces the sensitivity to parameter magnitude when operating in entity-dense institutional settings.",,,,multi_hop_specific_query_synthesizer
"What are the security and privcy concerns for Retreval-Augmented Generation Systems, and how did the authors of the Sentinel-Strategist Architecture study these risks while avoiding harm?","['<1-hop>\n\nALDEN: Boosting Private Data Extraction from Retrieval-Augmented Generation Systems via Active Learning and Distribution Estimation\nAppendix G More Background about RAG and Their Security and Privacy Concerns\nG.4 Adversarial Attacks Based on Active Learning.\n[34](#bib.bib41)\n.', '<2-hop>\n\nAdaptive Defense Orchestration for RAG: A Sentinel-Strategist Architecture against Multi-Vector Attacks\nAppendix B Ethical Considerations\nThis paper studies membership-inference and data-poisoning attacks against retrieval-augmented generation systems in order to evaluate defensive orchestration strategies. Because the work discusses attack mechanisms, releasing artifacts may lower the barrier to misuse. We therefore evaluate all attacks in a controlled offline setting over benchmark datasets and locally constructed corpora, and we do not test against third-party production systems or private user deployments.\nOur experiments do not involve human-subject interaction, and the reported datasets are public benchmarks commonly used for question answering research. The study does, however, concern privacy and integrity risks for systems that may store sensitive documents. To reduce the chance of harm, we frame the attacks only as evaluation instruments for measuring defense effectiveness, avoid including live targets or deployment-specific secrets, and separate reusable configuration details from any sensitive credentials or infrastructure information. The goal of releasing the methodology is to support reproducible defensive research rather than to operationalize attacks against real users.']","Security and privacy concerns for Retrieval-Augmented Generation Systems include adversarial attacks based on active learning, as well as membership-inference and data-poisoning attacks. To study these risks without causing harm, the authors of the Sentinel-Strategist Architecture evaluated all attacks in a controlled offline setting using benchmark datasets and locally constructed corpora, rather than testing against private user deployments or third-party production systems. Additionally, they framed the attacks solely as evaluation instruments for measuring defense effectiveness and avoided including deployment-specific secrets or live targets.",,,,multi_hop_specific_query_synthesizer
"Can u tell me about the reserch papers written by Y. Gao, specifically the one that is a survay on retreival-augmented generashun for large langauge models and any other work they did on retreival-augmented multilinguall keyphrase generashun?","[""<1-hop>\n\nOut of Style: RAG's Fragility to Linguistic Variation\nReferences\n- Gao et al. (2024) Y. Gao, Y. Xiong, X. Gao, K. Jia, J. Pan, Y. Bi, Y. Dai, J. Sun, M. Wang, and H. Wang Retrieval-augmented generation for large language models: a survey . External Links: 2312.10997 , [Link](https://arxiv.org/abs/2312.10997) Cited by: [§1](#S1.p1.1) , [§2](#S2.SS0.SSS0.Px3.p1.1) ."", '<2-hop>\n\nOn the Consistency of Multilingual Context Utilization \ue000 in Retrieval-Augmented Generation\nReferences\n- Gao et al. (2024) C. Gao, H. Hu, P. Hu, J. Chen, J. Li, and S. Huang Multilingual pretraining and instruction tuning improve cross-lingual knowledge alignment, but only shallowly . arXiv preprint arXiv:2404.04659 . Cited by: [§6](#S6.p2.1) .\n- Gao et al. (2022) Y. Gao, Q. Yin, Z. Li, R. Meng, T. Zhao, B. Yin, I. King, and M. Lyu Retrieval-augmented multilingual keyphrase generation with retriever-generator iterative training . In Findings of the Association for Computational Linguistics: NAACL 2022 , M. Carpuat, M. de Marneffe, and I. V. Meza Ruiz (Eds.) , Seattle, United States , pp. 1233-1246 . External Links: [Link](https://aclanthology.org/2022.findings-naacl.92/) , [Document](https://dx.doi.org/10.18653/v1/2022.findings-naacl.92) Cited by: [§2.1](#S2.SS1.p1.1) .\n- Gao et al. (2023) Y. Gao, Y. Xiong, X. Gao, K. Jia, J. Pan, Y. Bi, Y. Dai, J. Sun, and H. Wang Retrieval-augmented generation for large language models: a survey . arXiv preprint arXiv:2312.10997 . Cited by: [§1](#S1.p1.1) .']","Y. Gao has authored multiple works including a survey titled ""Retrieval-augmented generation for large language models: a survey,"" which is referenced as Gao et al. (2024) and Gao et al. (2023) (arXiv preprint arXiv:2312.10997). Additionally, Y. Gao contributed to a 2022 paper titled ""Retrieval-augmented multilingual keyphrase generation with retriever-generator iterative training,"" published in the Findings of the Association for Computational Linguistics: NAACL 2022.",,,,multi_hop_specific_query_synthesizer
Who are the authors of the 2023b arXiv preprint that introduces Llama 2 as open foundation and fine-tuned chat models?,"['<1-hop>\n\nBGE Landmark Embedding: A Chunking-Free Embedding Method For Retrieval Augmented Long-Context Large Language Models\nReferences\n- Touvron et al. (2023b) Hugo Touvron, Louis Martin, Kevin Stone, Peter Albert, Amjad Almahairi, Yasmine Babaei, Nikolay Bashlykov, Soumya Batra, Prajjwal Bhargava, Shruti Bhosale, et al. 2023b. Llama 2: Open foundation and fine-tuned chat models. *arXiv preprint arXiv:2307.09288* .\n- Trivedi et al. (2022) Harsh Trivedi, Niranjan Balasubramanian, Tushar Khot, and Ashish Sabharwal. 2022. Musique: Multihop questions via single-hop question composition. *Transactions of the Association for Computational Linguistics* , 10:539-554.\n- Tworkowski et al. (2023) Szymon Tworkowski, Konrad Staniszewski, Mikołaj Pacek, Yuhuai Wu, Henryk Michalewski, and Piotr Miłoś. 2023. Focused transformer: Contrastive training for context scaling. *arXiv preprint arXiv:2307.03170* .\n- Wang et al. (2022a) Liang Wang, Nan Yang, Xiaolong Huang, Binxing Jiao, Linjun Yang, Daxin Jiang, Rangan Majumder, and Furu Wei. 2022a. Simlm: Pre-training with representation bottleneck for dense passage retrieval. *arXiv preprint arXiv:2207.02578* .\n- Wang et al. (2022b) Liang Wang, Nan Yang, Xiaolong Huang, Binxing Jiao, Linjun Yang, Daxin Jiang, Rangan Majumder, and Furu Wei. 2022b. Text embeddings by weakly-supervised contrastive pre-training. *arXiv preprint arXiv:2212.03533* .']","The authors of the 2023b arXiv preprint titled ""Llama 2: Open foundation and fine-tuned chat models"" are Hugo Touvron, Louis Martin, Kevin Stone, Peter Albert, Amjad Almahairi, Yasmine Babaei, Nikolay Bashlykov, Soumya Batra, Prajjwal Bhargava, Shruti Bhosale, and others.",,,,multi_hop_specific_query_synthesizer
"Within the context of Retrieval-Augmented Text Generation for machine translation, how did Khandelwal et al. (2020a) utilize a key-value datastore during the inference phase, and what specific method did Meng et al. (2021) implement to mitigate the resulting performance drawback?","['<1-hop>\n\nA Survey on Retrieval-Augmented Text Generation\n4 Machine Translation\n4.2 Translation Memory in NMT\nInference Phase\nOthers try to reward target words based on token-level similarity score. Most works in this line are based on the dense retriever\n[Khandelwal et al. 2020a](#bib.bib30)\n, e.g., faiss.\n[Khandelwal et al. 2020a](#bib.bib30)\nbuild a key-value datastore, where key h \u2061 ( 𝒙 r , 𝒚 < t r ) h(\\boldsymbol{x}^{r},\\boldsymbol{y}^{r}_{<t}) is the hidden state at each time step when translating 𝒚 r \\boldsymbol{y}^{r} from 𝒙 r \\boldsymbol{x}^{r} , and value is its golden-truth target word 𝒚 t r \\boldsymbol{y}^{r}_{t} . Therefore, in the inference time, they can use the h \u2061 ( 𝒙 , 𝒚 ^ < t ) h(\\boldsymbol{x},\\hat{\\boldsymbol{y}}_{<t}) as query and reward target words with similar hidden representations in the datastore. Although this method achieves significant performance gain, one drawback of it is the high latency. To address this issue,\n[Meng et al. 2021](#bib.bib48)\nuse some heuristics, e.g., pre-filtering, to avoid searching on the entire datastore. The reward score of previous works is got from some non-parametric approaches, however,\n[Zheng et al. 2021a](#bib.bib81)\npropose a light-weight network to learn the reward score. Since dense retrieval has the potential of cross-lingual retrieval,\n[Zheng et al. 2021b](#bib.bib82)\nuse a similar approach to achieve unsupervised domain adaptation, where a main change is to create the datastore based on synthetic sources sentence and the real target sentences.']","Khandelwal et al. (2020a) implemented a key-value datastore where the key is the hidden state at each time step when translating a source sentence into a target sentence, and the value is the corresponding golden-truth target word. During the inference phase, they use the hidden representation of the current translation as a query to reward target words with similar hidden representations in the datastore. However, this method suffers from the drawback of high latency; to address this issue, Meng et al. (2021) utilized heuristics, such as pre-filtering, to avoid searching the entire datastore.",,,,multi_hop_specific_query_synthesizer
how Retrieval-Augmented Code Generation make better for complex task using reasoning supervision and what LocAgent do for this?,"['<1-hop>\n\nRetrieval-Augmented Code Generation: A Survey with Focus on Repository-Level Approaches\n5 System Enhancements & Workflows\n5.1 Training-Driven Optimizations\n5.1.2 Generation module training\nReasoning trajectories and distillation.\nTo improve performance on complex tasks, some works incorporate reasoning supervision. SWE-Fixer [\n[178](#bib.bib96)\n] uses chain-of-thought (CoT) training for patch generation, while LocAgent [\n[26](#bib.bib63)\n] distills planning trajectories from larger models into smaller ones. Other approaches explicitly model developer intent by generating intermediate representations (e.g., docstrings) to guide reasoning [\n[94](#bib.bib43)\n] .']","To improve performance on complex tasks within Retrieval-Augmented Code Generation, some works incorporate reasoning supervision. Specifically, LocAgent contributes to this by distilling planning trajectories from larger models into smaller ones.",,,,multi_hop_specific_query_synthesizer
"In the CLERC dataset, how does GPT-4o perform in terms of ROUGE F-scores, and what is the effect of promptng with cited cases on the genration results?","['<1-hop>\n\nClerc : A Dataset for Legal Case Retrieval \ue000 and Retrieval-Augmented Analysis Generation\n3 Dataset Construction\n3.3 Legal Analysis Generation\nInput Preparation\n / 0.07. Llama-3, 6 = 33.41 / 0.84. Llama-3, 7 = 4.60 / 7.17. Avg Score, 1 = 18.55. Avg Score, 2 = 4.73. Avg Score, 3 = 16.71. Avg Score, 4 = -3.52. Avg Score, 5 = 0.84. Avg Score, 6 = 2.13. Avg Score, 7 = 40.64. + ref, 1 = 23.50. + ref, 2 = 7.96. + ref, 3 = 21.70. + ref, 4 = -3.38. + ref, 5 = 54.88. + ref, 6 = 36.39. + ref, 7 = 5.13. Avg Gain (%), 1 = + 26.63. Avg Gain (%), 2 = + 68.08. Avg Gain (%), 3 = + 29.87. Avg Gain (%), 4 = + 3.98. Avg Gain (%), 5 = + 6471.43. Avg Gain (%), 6 = + 1603.76. Avg Gain (%), 7 = - 87.37\nTable 4: Analysis generation results on CLERC/generation , evaluated with F-scores of ROUGE and BARTScore (BF), CR, CP, and CFP. All models are instruct versions, and Llama-3 is shortened from Meta-Llama-3-8B-Instruct. Left / right column results correspond to prompting with / without the texts of cited cases. GPT-4o generates analyses with the highest ROUGE F-scores but hallucinates the most . Prompting with cited cases shows effective improvement across all metrics , especially boosting CR and CP and lowering CFP, making more factual citations in generations.']","In the CLERC dataset, GPT-4o generates analyses with the highest ROUGE F-scores, although it also hallucinates the most. Prompting with cited cases provides an effective improvement across all metrics, specifically boosting CR and CP and lowering CFP, which results in more factual citations in the generations.",,,,multi_hop_specific_query_synthesizer
